流水號,開課系所,課程概述,課程目標,課程要求,評量方式,預期學習時數
71196,國立臺灣科技大學,,,,,
71197,國立臺灣科技大學,,,,,
71270,國立臺灣科技大學,,,,,
70993,國立臺灣科技大學,,,,,
71024,國立臺灣科技大學,,,,,
71028,國立臺灣科技大學,,,,,
71103,國立臺灣科技大學,,,,,
71117,國立臺灣科技大學,,,,,
71131,國立臺灣科技大學,,,,,
71171,國立臺灣科技大學,,,,,
71179,國立臺灣科技大學,,,,,
71182,國立臺灣科技大學,,,,,
71289,國立臺灣科技大學,,,,,
71066,國立臺灣科技大學,,,,,
71140,國立臺灣科技大學,,,,,
71153,國立臺灣科技大學,,,,,
71165,國立臺灣科技大學,,,,,
71177,國立臺灣科技大學,,,,,
71290,,,,,,
71291,國立臺灣科技大學,,,,,
71293,國立臺灣科技大學,,,,,
71097,國立臺灣科技大學,,,,,
71099,國立臺灣科技大學,,,,,
71122,國立臺灣科技大學,,,,,
71260,國立臺灣科技大學,,,,,
71292,國立臺灣科技大學,,,,,
71295,國立臺灣科技大學,,,,,
71296,國立臺灣科技大學,,,,,
71297,,,,,,
71298,國立臺灣科技大學,,,,,
71506,國立臺灣科技大學,,,,,
71089,國立臺灣科技大學,,,,,
71173,國立臺灣科技大學,,,,,
71299,國立臺灣科技大學,,,,,
71382,國立臺灣科技大學,,,,,
71058,國立臺灣科技大學,,,,,
71059,國立臺灣科技大學,,,,,
71076,國立臺灣科技大學,,,,,
71078,國立臺灣科技大學,,,,,
71120,國立臺灣科技大學,,,,,
71154,國立臺灣科技大學,,,,,
71155,國立臺灣科技大學,,,,,
71156,國立臺灣科技大學,,,,,
71157,國立臺灣科技大學,,,,,
71158,國立臺灣科技大學,,,,,
71159,國立臺灣科技大學,,,,,
71160,國立臺灣科技大學,,,,,
71211,,,,,,
71302,國立臺灣科技大學,,,,,
71303,國立臺灣科技大學,,,,,
71500,國立臺灣科技大學,,,,,
71501,國立臺灣科技大學,,,,,
71404,國立臺灣科技大學,,,,,
71405,國立臺灣科技大學,,,,,
71406,國立臺灣科技大學,,,,,
71412,國立臺灣科技大學,,,,,
71067,國立臺灣科技大學,,,,,
71106,國立臺灣科技大學,,,,,
71566,國立臺灣科技大學,,,,,
71420,國立臺灣科技大學,,,,,
71119,國立臺灣科技大學,,,,,
70984,國立臺灣科技大學,,,,,
70985,國立臺灣科技大學,,,,,
71048,國立臺灣科技大學,,,,,
71050,國立臺灣科技大學,,,,,
71098,國立臺灣科技大學,,,,,
71127,國立臺灣科技大學,,,,,
71147,國立臺灣科技大學,,,,,
71265,國立臺灣科技大學,,,,,
71268,國立臺灣科技大學,,,,,
71304,國立臺灣科技大學,,,,,
71305,國立臺灣科技大學,,,,,
71306,國立臺灣科技大學,,,,,
71046,國立臺灣科技大學,,,,,
71503,國立臺灣科技大學,,,,,
71554,國立臺灣科技大學,,,,,
71029,國立臺灣科技大學,,,,,
71102,國立臺灣科技大學,,,,,
71208,國立臺灣科技大學,,,,,
71523,國立臺灣科技大學,,,,,
71022,國立臺灣科技大學,,,,,
71114,國立臺灣科技大學,,,,,
71125,國立臺灣科技大學,,,,,
71132,國立臺灣科技大學,,,,,
71213,國立臺灣科技大學,,,,,
71261,國立臺灣科技大學,,,,,
71308,,,,,,
71309,,,,,,
71310,國立臺灣科技大學,,,,,
71311,國立臺灣科技大學,,,,,
71312,國立臺灣科技大學,,,,,
71313,國立臺灣科技大學,,,,,
71314,國立臺灣科技大學,,,,,
71315,國立臺灣科技大學,,,,,
71547,國立臺灣科技大學,,,,,
71555,國立臺灣科技大學,,,,,
71210,國立臺灣科技大學,,,,,
71316,國立臺灣科技大學,,,,,
71400,國立臺灣科技大學,,,,,
71413,國立臺灣科技大學,,,,,
71531,國立臺灣科技大學,,,,,
71104,國立臺灣科技大學,,,,,
71319,,,,,,
71320,國立臺灣科技大學,,,,,
71401,國立臺灣科技大學,,,,,
71408,國立臺灣科技大學,,,,,
71410,國立臺灣科技大學,,,,,
71411,國立臺灣科技大學,,,,,
71426,國立臺灣科技大學,,,,,
71086,國立臺灣科技大學,,,,,
71006,國立臺灣科技大學,,,,,
71141,國立臺灣科技大學,,,,,
71549,國立臺灣科技大學,,,,,
71321,,,,,,
71134,國立臺灣科技大學,,,,,
71322,,,,,,
71323,,,,,,
71054,國立臺灣科技大學,,,,,
71091,國立臺灣科技大學,,,,,
71136,國立臺灣科技大學,,,,,
71148,國立臺灣科技大學,,,,,
71161,國立臺灣科技大學,,,,,
71162,國立臺灣科技大學,,,,,
71164,國立臺灣科技大學,,,,,
71172,國立臺灣科技大學,,,,,
71212,國立臺灣科技大學,,,,,
71556,國立臺灣科技大學,,,,,
71256,國立臺灣科技大學,,,,,
71324,,,,,,
71328,國立臺灣科技大學,,,,,
71329,國立臺灣科技大學,,,,,
71330,國立臺灣科技大學,,,,,
71331,國立臺灣科技大學,,,,,
71332,國立臺灣科技大學,,,,,
71333,國立臺灣科技大學,,,,,
71334,國立臺灣科技大學,,,,,
71387,國立臺灣科技大學,,,,,
71388,國立臺灣科技大學,,,,,
71390,國立臺灣科技大學,,,,,
71402,國立臺灣科技大學,,,,,
71403,國立臺灣科技大學,,,,,
71409,國立臺灣科技大學,,,,,
71431,國立臺灣科技大學,,,,,
71115,國立臺灣科技大學,,,,,
71116,國立臺灣科技大學,,,,,
71040,國立臺灣科技大學,,,,,
71041,國立臺灣科技大學,,,,,
71235,國立臺灣科技大學,,,,,
71238,國立臺灣科技大學,,,,,
71053,國立臺灣科技大學,,,,,
71471,國立臺灣科技大學,,,,,
71137,國立臺灣科技大學,,,,,
71167,國立臺灣科技大學,,,,,
71169,國立臺灣科技大學,,,,,
71335,,,,,,
71336,,,,,,
71052,國立臺灣科技大學,,,,,
71121,國立臺灣科技大學,,,,,
71207,國立臺灣科技大學,,,,,
71242,國立臺灣科技大學,,,,,
71244,國立臺灣科技大學,,,,,
71248,國立臺灣科技大學,,,,,
71251,國立臺灣科技大學,,,,,
71337,,,,,,
71338,國立臺灣科技大學,,,,,
71339,國立臺灣科技大學,,,,,
71340,國立臺灣科技大學,,,,,
71341,國立臺灣科技大學,,,,,
71342,國立臺灣科技大學,,,,,
71343,國立臺灣科技大學,,,,,
71344,國立臺灣科技大學,,,,,
71345,國立臺灣科技大學,,,,,
71346,國立臺灣科技大學,,,,,
71347,國立臺灣科技大學,,,,,
71348,國立臺灣科技大學,,,,,
71349,國立臺灣科技大學,,,,,
71350,國立臺灣科技大學,,,,,
71383,國立臺灣科技大學,,,,,
71430,國立臺灣科技大學,,,,,
71490,國立臺灣科技大學,,,,,
71552,國立臺灣科技大學,,,,,
71032,國立臺灣科技大學,,,,,
71039,國立臺灣科技大學,,,,,
71108,國立臺灣科技大學,,,,,
71109,國立臺灣科技大學,,,,,
71110,國立臺灣科技大學,,,,,
71233,國立臺灣科技大學,,,,,
71351,,,,,,
71352,,,,,,
71353,,,,,,
71033,國立臺灣科技大學,,,,,
71034,國立臺灣科技大學,,,,,
71035,國立臺灣科技大學,,,,,
71560,國立臺灣科技大學,,,,,
71095,國立臺灣科技大學,,,,,
71020,國立臺灣科技大學,,,,,
71021,國立臺灣科技大學,,,,,
71025,國立臺灣科技大學,,,,,
71026,國立臺灣科技大學,,,,,
71036,國立臺灣科技大學,,,,,
71037,國立臺灣科技大學,,,,,
71038,國立臺灣科技大學,,,,,
71060,國立臺灣科技大學,,,,,
71073,國立臺灣科技大學,,,,,
71074,國立臺灣科技大學,,,,,
71075,國立臺灣科技大學,,,,,
71080,國立臺灣科技大學,,,,,
71085,國立臺灣科技大學,,,,,
71087,國立臺灣科技大學,,,,,
71090,國立臺灣科技大學,,,,,
71123,國立臺灣科技大學,,,,,
71166,國立臺灣科技大學,,,,,
71168,國立臺灣科技大學,,,,,
71170,國立臺灣科技大學,,,,,
71198,國立臺灣科技大學,,,,,
71199,國立臺灣科技大學,,,,,
71206,國立臺灣科技大學,,,,,
71236,國立臺灣科技大學,,,,,
71237,國立臺灣科技大學,,,,,
71239,國立臺灣科技大學,,,,,
71243,國立臺灣科技大學,,,,,
71245,國立臺灣科技大學,,,,,
71246,國立臺灣科技大學,,,,,
71247,國立臺灣科技大學,,,,,
71249,國立臺灣科技大學,,,,,
71252,國立臺灣科技大學,,,,,
71253,國立臺灣科技大學,,,,,
71254,國立臺灣科技大學,,,,,
71258,國立臺灣科技大學,,,,,
71266,國立臺灣科技大學,,,,,
71354,,,,,,
71355,,,,,,
71356,,,,,,
71357,,,,,,
71358,,,,,,
71359,,,,,,
71360,,,,,,
71365,國立臺灣科技大學,,,,,
71366,國立臺灣科技大學,,,,,
71367,國立臺灣科技大學,,,,,
71368,,,,,,
71369,,,,,,
71370,國立臺灣科技大學,,,,,
71371,國立臺灣科技大學,,,,,
71372,,,,,,
71373,國立臺灣科技大學,,,,,
71374,國立臺灣科技大學,,,,,
71375,,,,,,
71376,國立臺灣科技大學,,,,,
71377,國立臺灣科技大學,,,,,
71378,,,,,,
71379,,,,,,
71421,國立臺灣科技大學,,,,,
71478,國立臺灣科技大學,,,,,
71479,國立臺灣科技大學,,,,,
71491,國立臺灣科技大學,,,,,
71494,國立臺灣科技大學,,,,,
71502,國立臺灣科技大學,,,,,
71505,國立臺灣科技大學,,,,,
71507,國立臺灣科技大學,,,,,
71508,國立臺灣科技大學,,,,,
71509,國立臺灣科技大學,,,,,
71521,國立臺灣科技大學,,,,,
71553,國立臺灣科技大學,,,,,
71559,國立臺灣科技大學,,,,,
71561,國立臺灣科技大學,,,,,
71565,國立臺灣科技大學,,,,,
71567,國立臺灣科技大學,,,,,
71570,國立臺灣科技大學,,,,,
71577,國立臺灣科技大學,,,,,
57967,創新領域學士學位學程,,,,,
51080,創新領域學士學位學程,,,,,
13781,創新領域學士學位學程,,,,,
19109,戲劇學研究所,,,,,
56580,戲劇學研究所,,,,,
49680,生物資訊學國際研究生學位學程,,,,,
10908,跨領域神經科學國際研究生博士學位學程,,,,,
57475,跨領域神經科學國際研究生博士學位學程 / 基因體與系統生物學學位學程,,,,,
27232,跨領域神經科學國際研究生博士學位學程,,,,,
11119,智慧聯網國際研究生博士學位學程,,,,,
49108,智慧聯網國際研究生博士學位學程,,,,,
28249,智慧聯網國際研究生博士學位學程,,,,,
53146,智慧聯網國際研究生博士學位學程,,,,,
16195,智慧聯網國際研究生博士學位學程,,,,,
32350,智慧聯網國際研究生博士學位學程,,,,,
37168,智慧聯網國際研究生博士學位學程,,,,,
33498,智慧聯網國際研究生博士學位學程,,,,,
95037,智慧聯網國際研究生博士學位學程,,,,,
55883,臺灣文學研究所,,,,,
54710,臺灣文學研究所,,,,,
32973,臨床動物醫學研究所,,,,,
13613,臨床動物醫學研究所,,,,,
40566,臨床動物醫學研究所,,,,,
49646,臨床動物醫學研究所,,,,,
20243,臨床動物醫學研究所,,,,,
57778,臨床動物醫學研究所,,,,,
54625,臨床動物醫學研究所,,,,,
25828,臨床動物醫學研究所,,,,,
12686,臨床動物醫學研究所,,,,,
15134,獸醫學系,,,,,
36015,獸醫學系,,,,,
16000,獸醫學系,,,,,
33642,獸醫學系 / 神經生物與認知科學學程,,,,,
47713,獸醫學系,,,,,
21070,獸醫學系,,,,,
29532,獸醫學系,,,,,
45666,獸醫學系,,,,,
49339,獸醫學系,,,,,
17637,獸醫學系,,,,,
49729,獸醫學系,,,,,
30638,獸醫學系,,,,,
38025,獸醫學系,,,,,
45320,獸醫學系,,,,,
28699,獸醫學系,,,,,
34302,獸醫學系,,,,,
16974,獸醫學系,,,,,
28888,獸醫學系,,,,,
41267,獸醫學系,,,,,
49636,獸醫學系,,,,,
24249,獸醫學系,,,,,
17519,獸醫學系,,,,,
17009,獸醫學系,,,,,
30013,獸醫學系,,,,,
33536,獸醫學系,,,,,
15174,獸醫學系,,,,,
26390,獸醫學系,,,,,
27648,分子暨比較病理生物學研究所 / 獸醫學研究所 / 獸醫學系,,,,,
42265,獸醫學系,,,,,
95054,分子暨比較病理生物學研究所 / 獸醫學研究所 / 獸醫學系,,,,,
33752,動物福祉學分學程 / 獸醫學系,,,,,
11322,獸醫學研究所,,,,,
50430,獸醫學系,,,,,
16731,獸醫學系,,,,,
32656,,,,,,
48080,獸醫學研究所,,,,,
52571,獸醫學研究所,,,,,
37024,獸醫學研究所,,,,,
50108,獸醫學研究所,,,,,
58087,獸醫學研究所,,,,,
28117,歐洲暨歐盟研究學程 / 外國語文學系,,,,,
29380,歐洲暨歐盟研究學程 / 外國語文學系,,,,,
26279,外國語文學系,,,,,
95002,外國語文學系,,,,,
31711,,,,,,
36830,,,,,,
59483,外國語文學系 / 中英翻譯學程,,,,,
50060,外國語文學系 / 中英翻譯學程,,,,,
53555,外國語文學系 / 中英翻譯學程,,,,,
32496,外國語文學系 / 中英翻譯學程,,,,,
40028,外國語文學研究所,,,,,
57528,外國語文學研究所,,,,,
29453,外國語文學研究所,,,,,
27946,外國語文學研究所,,,,,
23204,外國語文學研究所,,,,,
20745,外國語文學研究所,,,,,
15138,外國語文學研究所,,,,,
95004,外國語文學研究所,,,,,
95005,外國語文學研究所,,,,,
95006,外國語文學研究所,,,,,
16031,外國語文學研究所,,,,,
18818,外國語文學研究所,,,,,
56664,外國語文學研究所 / 西洋古典學學分學程,,,,,
49464,外國語文學研究所,,,,,
39293,外國語文學研究所,,,,,
35554,外國語文學研究所,,,,,
15589,食品科技研究所 / 保健營養學程,,,,,
27717,食品科技研究所,,,,,
43532,食品科技研究所,,,,,
34315,食品科技研究所,,,,,
35445,食品科技研究所,,,,,
22939,食品科技研究所,,,,,
15774,食品科技研究所,,,,,
34862,食品科技研究所,,,,,
38628,食品科技研究所,,,,,
10838,食品科技研究所,,,,,
37770,食品科技研究所,,,,,
54560,食品科技研究所,,,,,
41816,食品科技研究所,,,,,
32359,食品科技研究所,,,,,
53030,食品科技研究所,,,,,
26534,食品科技研究所,,,,,
27268,森林環境暨資源學系,,,,,
21271,森林環境暨資源學系,,,,,
15153,森林環境暨資源學系,,,,,
36846,森林環境暨資源學系,,,,,
39460,森林環境暨資源學系,,,,,
14938,森林環境暨資源學系,,,,,
40093,森林環境暨資源學系,,,,,
23131,森林環境暨資源學系,,,,,
57560,森林環境暨資源學系 / 森林環境暨資源學研究所,,,,,
29694,森林環境暨資源學研究所,,,,,
14961,森林環境暨資源學研究所,,,,,
39384,森林環境暨資源學研究所,,,,,
22335,森林環境暨資源學研究所,,,,,
44800,森林環境暨資源學研究所,,,,,
58044,森林環境暨資源學研究所,,,,,
31233,森林環境暨資源學研究所,,,,,
37451,森林環境暨資源學研究所,,,,,
44109,森林環境暨資源學研究所,,,,,
50668,森林環境暨資源學研究所,,,,,
27874,森林環境暨資源學研究所,,,,,
43896,森林環境暨資源學研究所,,,,,
29854,森林環境暨資源學研究所,,,,,
10137,森林環境暨資源學研究所,,,,,
39687,森林環境暨資源學研究所,,,,,
13797,森林環境暨資源學研究所,,,,,
42890,森林環境暨資源學研究所,,,,,
50826,森林環境暨資源學研究所,,,,,
54810,森林環境暨資源學研究所,,,,,
40125,森林環境暨資源學研究所,,,,,
37572,法醫學研究所,,,,,
12956,法醫學研究所,,,,,
44322,法醫學研究所,,,,,
27629,共同教育組,,,,,
41161,,,,,,
95078,基因體與系統生物學學位學程,,,,,
50355,基因體與系統生物學學位學程,,,,,
29084,基因體與系統生物學學位學程,,,,,
46351,基因體與系統生物學學位學程,,,,,
20890,基因體與系統生物學學位學程,,,,,
43316,基因體與系統生物學學位學程,,,,,
46027,基因體與系統生物學學位學程,,,,,
53171,基因體與系統生物學學位學程,,,,,
21422,基因體與系統生物學學位學程,,,,,
32588,基因體與系統生物學學位學程,,,,,
42591,基因體與系統生物學學位學程,,,,,
45375,基因體與系統生物學學位學程,,,,,
40037,基因體與系統生物學學位學程,,,,,
43477,基因體與系統生物學學位學程,,,,,
19078,基因體與系統生物學學位學程,,,,,
33597,基因體與系統生物學學位學程,,,,,
43766,基因體與系統生物學學位學程,,,,,
54175,基因體與系統生物學學位學程,,,,,
36891,基因體與系統生物學學位學程,,,,,
31247,基因體與系統生物學學位學程,,,,,
34107,基因體與系統生物學學位學程,,,,,
57799,地質科學系,,,,,
53386,地質科學系,,,,,
25986,地質科學系,,,,,
54679,地質科學系,,,,,
95079,地質科學研究所,,,,,
32358,地質科學系,,,,,
22553,地質科學系 / 地質科學研究所,,,,,
95043,地質科學系 / 地質科學研究所,,,,,
38135,地質科學研究所,,,,,
42369,地質科學研究所,,,,,
20054,地質科學研究所,,,,,
10330,地質科學研究所,,,,,
51319,地理環境資源學系,,,,,
41933,地理環境資源學系,,,,,
29214,地理環境資源學系,,,,,
51225,地理環境資源學系,,,,,
15937,地理環境資源學系,,,,,
58985,地理環境資源學系,,,,,
22887,地理環境資源學系,,,,,
59363,地理環境資源學系 / 人口學程 / 統計碩士學位學程 / 地理環境資源學研究所,,,,,
28510,地理環境資源學研究所,,,,,
29195,地理環境資源學研究所,,,,,
54575,腦與心智科學研究所,,,,,
36307,腦與心智科學研究所 / 神經生物與認知科學學程,,,,,
36720,公共事務研究所,,,,,
46383,管理學院企業管理碩士專班(GMBA),,,,,
16728,中英翻譯學程 / 翻譯碩士學位學程,,,,,
46413,翻譯碩士學位學程 / 中英翻譯學程,,,,,
43785,翻譯碩士學位學程,,,,,
45241,翻譯碩士學位學程,,,,,
41372,翻譯碩士學位學程,,,,,
42996,翻譯碩士學位學程,,,,,
10813,翻譯碩士學位學程,,,,,
53388,翻譯碩士學位學程,,,,,
24561,翻譯碩士學位學程,,,,,
23189,翻譯碩士學位學程,,,,,
11114,翻譯碩士學位學程,,,,,
28361,翻譯碩士學位學程,,,,,
10806,翻譯碩士學位學程,,,,,
40338,翻譯碩士學位學程,,,,,
25589,翻譯碩士學位學程,,,,,
24213,翻譯碩士學位學程,,,,,
56553,翻譯碩士學位學程,,,,,
34400,翻譯碩士學位學程,,,,,
18204,健康行為與社區科學研究所,,,,,
16954,健康行為與社區科學研究所,,,,,
53383,健康行為與社區科學研究所,,,,,
12705,健康行為與社區科學研究所,,,,,
23453,健康行為與社區科學研究所,,,,,
27672,健康行為與社區科學研究所,,,,,
48233,健康行為與社區科學研究所 / 台灣大學遠距教學課程,,,,,
11403,健康行為與社區科學研究所,,,,,
17314,健康行為與社區科學研究所,,,,,
18668,健康數據拓析統計研究所,,,,,
40429,歷史學系,,,,,
24474,歷史學系,,,,,
18367,歷史學系,,,,,
49713,歷史學系,,,,,
57337,歷史學系,,,,,
34256,歷史學研究所,,,,,
56407,歷史學研究所,,,,,
55695,歷史學研究所,,,,,
40506,歷史學研究所,,,,,
16910,歷史學研究所,,,,,
25587,歷史學研究所,,,,,
54581,歷史學研究所,,,,,
27674,歷史學研究所,,,,,
59379,歷史學研究所,,,,,
44272,歷史學研究所,,,,,
45768,歷史學研究所,,,,,
18585,歷史學研究所,,,,,
40555,歷史學研究所,,,,,
22202,歷史學研究所,,,,,
11438,歷史學研究所,,,,,
53141,歷史學研究所,,,,,
18758,歷史學研究所,,,,,
45288,歷史學研究所,,,,,
10511,歷史學研究所,,,,,
30168,歷史學研究所,,,,,
37362,歷史學研究所,這是一門討論中國思想史上若干專題的課程，採取的方法是平行研讀幾本具有代表性的中國思想史通貫著作，並且搭配晚近新出的作品。歡迎有興趣嚴肅閱讀、認真討論下面這些文獻與課題的同學參與本課程。研究討論課(seminar)本來就是教師與同學們的一場共同實驗與冒險，其學習效率與成果端賴於所有參與者的志願與磨合。,一方面為中國思想史的面的認識打下基礎，同時又能對若干專題性的點進行比較有突破性的探討。,"無期中考。期末作業是一篇6000-10000字書面報告，題目須事先諮詢教師同意，以電腦打印於A4紙張，字型不得小於11，兩倍行距，留有適當邊界以便教師眉批，其他格式則依循自選期刊論文慣例，以全篇一致為原則。
每次上課全體必讀《錢新祖集》，三位同學各自挑選一位其他書做比較研究報告，重點不只在於各家講了甚麼，還要顧及各家怎麼講的，不要急於評騭高下。
口頭報告與討論皆寧短勿長，以言之有物、不浪費聽眾時間為原則，切忌天馬行空。","60%	

課堂參與表現

含基本課堂要求如準時出席、遵守秩序、講義準備、詢答合度等


40%	

期末報告

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",7-9 hrs.
28008,歷史學研究所,本課程為本系地方社會研究教學平台之碩士班課程，主要目的在讓修課學生每週針對特定議題的學術史以及史料的系統討論後，能在學期末完成一篇專題研究論文或是學位論文研究計畫。,主要目的在讓修課學生每週針對特定議題的學術史以及史料的系統討論後，能在學期末完成一篇專題研究論文或是學位論文研究計畫。,"1.	課程參與 20 %
2.	課堂報告 40%
3.	期末專題論文 40%","20%	

課程參與


40%	

課堂報告


40%	

期末報告

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",4-8 小時
36571,歷史學研究所,,,,,
26164,歷史學研究所,,,,,
10776,歷史學研究所,,,,,
20441,歷史學研究所,,,,,
10845,歷史學研究所,,,,,
27320,歷史學研究所,,,,,
16924,歷史學研究所,,,,,
22455,歷史學研究所,,,,,
28671,歷史學研究所,,,,,
25722,歷史學研究所,,,,,
48368,歷史學研究所,,,,,
33334,歷史學研究所,,,,,
36108,歷史學研究所,,,,,
12284,歷史學研究所,,,,,
55982,園藝暨景觀學系,,,,,
41967,園藝暨景觀學系,"本課程旨在透過一系列的初階設計習作（Design Studio），激發初學者對環境設計的興趣（尤其是偏重景觀、空間與藝術交集的範疇），使同學們能從做中學習（Learning by doing），在習作中操作，體驗及認知到基本的設計原則（Design principle）、設計元素（Design element）的掌握與運用，並透過簡易、常見素材應用，製作圖面及模型習作，甚至在現場基地實作，力求真正覺知景觀空間形塑的過程。課程實施方式如下:
1、個別改圖、分組改圖分組討論，課堂貼圖之非正式評圖，由助教協助課堂實作。
2、總評為正式之評圖、展示符合習作題目要求尺寸之正圖或正模（作業繳交時間，詳見習作說明上之規定）。","1.培養、強化同學對於環境的敏感度及觀察能力。
2.鼓勵創意思考，啟發並刺激同學的想像及創造能力。
3.培養空間設計，熟悉創造過程，培養溝通、表現能力。
4.促使同學養成用眼觀察、用腦思考、用心體悟、用口表達、用手繪製的設計運作習慣。","1、準時按規定繳交設計習作成品。
2、彙整編排作品，作為本學期個人設計作品集。","30%	

Report I

每周活動10%+期初總評20%


30%	

Report II


30%	

Final report

每周活動10%+期末總評20%


10%	

In class participation

各階段參與與點名

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",
30010,園藝暨景觀學系,,,,,
18879,園藝暨景觀學系,,,,,
11831,園藝暨景觀學系,,,,,
45765,園藝暨景觀學系,,,,,
33093,園藝暨景觀學系,,,,,
33922,園藝暨景觀學系,,,,,
33876,園藝暨景觀學系,,,,,
48132,園藝暨景觀學系,,,,,
12570,園藝暨景觀學系,,,,,
19976,園藝暨景觀學系,,,,,
25426,園藝暨景觀學系,,,,,
42411,園藝暨景觀學系,,,,,
46266,園藝暨景觀學系,,,,,
34316,園藝暨景觀學系,,,,,
31593,園藝暨景觀學系,,,,,
14382,園藝暨景觀學系,,,,,
21577,園藝暨景觀學系,,,,,
42642,園藝暨景觀學系,,,,,
34783,園藝暨景觀學系,,,,,
40088,園藝暨景觀學系 / 園藝作物組,,,,,
34591,園藝暨景觀學系 / 園藝作物組,,,,,
22548,園藝作物組,,,,,
38128,園藝作物組,,,,,
25030,園藝作物組,,,,,
29880,園藝作物組,,,,,
36005,園產品處理及利用組,,,,,
49367,園藝暨景觀學研究所,,,,,
48911,園藝暨景觀學研究所,,,,,
19482,園藝暨景觀學研究所,,,,,
24124,園藝暨景觀學研究所,,,,,
36449,園藝暨景觀學研究所,a,,,,
11593,園藝暨景觀學研究所,,,,,
27490,園產品處理及利用組,,,,,
52198,園藝作物組 / 景觀暨休憩組 / 園產品處理及利用組,,,,,
32313,園藝暨景觀學研究所,,,,,
54339,園藝暨景觀學研究所,,,,,
14271,園藝暨景觀學研究所,,,,,
10142,園藝暨景觀學研究所,,,,,
56788,園藝暨景觀學研究所,,,,,
33858,園藝作物組,本課程為園藝系作物組博士生必選課程；僅限博士生選修。,增強園藝系作物組博士生園藝作物生理知識與邏輯思辨能力,由各授課教授自行規劃,"100%	

由各位授課教師分別評分

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",3小時
30859,園藝作物組,,,,,
30491,園藝暨景觀學研究所,,,,,
25878,園藝暨景觀學研究所,,,,,
20448,園藝暨景觀學研究所,,,,,
29330,園藝暨景觀學研究所,,,,,
44175,園藝暨景觀學研究所,,,,,
15144,園藝暨景觀學研究所,,,,,
25688,園藝暨景觀學研究所,,,,,
20274,園藝暨景觀學研究所,,,,,
41643,園藝暨景觀學研究所,,,,,
38753,園藝暨景觀學研究所,,,,,
10165,園藝暨景觀學研究所,,,,,
32594,健康政策與管理研究所,"介紹及討論健康照護組織策略管理的基本原理、概念及案例。  Introduce and discuss the basic principles, concepts and cases of strategic management of health care organizations.","1. 瞭解策略作為宏觀概念及其對健康照護產業的影響  Understand strategy as a macro concept and its impact on the health care industry.
2. 瞭解策略產業組織經濟學觀點  Understand the industrial organization economics view of strategy.
3. 熟悉各組織的策略選擇及執行  Be familiar with strategic selection and implementation of various health care organizations.",,"20%	

課堂參與


40%	

課堂報告


40%	

期末報告

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",
50988,健康政策與管理研究所,,,,,
31501,健康政策與管理研究所,,,,,
49379,健康政策與管理研究所,,,,,
19041,健康政策與管理研究所,,,,,
42099,健康政策與管理研究所,,,,,
13116,健康政策與管理研究所,,,,,
50269,健康政策與管理研究所,,,,,
41864,健康政策與管理研究所,,,,,
11331,健康政策與管理研究所,,,,,
13629,健康政策與管理研究所,,,,,
57127,健康政策與管理研究所,,,,,
24585,健康政策與管理研究所,,,,,
39079,健康政策與管理研究所,,,,,
54869,應用數學科學研究所,,,,,
44829,國際企業學系,,,,,
32755,國際企業學系,,,,,
36482,國際企業學系,,,,,
29019,品牌與顧客經營學分學程 / 國際企業學研究所 / 國際企業學系,,,,,
27171,國際企業學系 / 國際企業學研究所,,,,,
57415,國際企業學系 / 國際企業學研究所,,,,,
15020,國際企業學研究所,,,,,
16678,國際企業學研究所,,,,,
58390,國際企業學研究所,,,,,
56047,國際企業學研究所,,,,,
37490,國際企業學研究所,,,,,
34255,國際企業學研究所,,,,,
20715,國際企業學研究所,,,,,
39233,國際企業學研究所,,,,,
21557,國際企業學研究所,,,,,
44634,國際企業學研究所,,,,,
16142,積體電路設計與自動化碩士學位學程,,,,,
17554,積體電路設計與自動化碩士學位學程,,,,,
30247,積體電路設計與自動化碩士學位學程,,,,,
40407,積體電路設計與自動化碩士學位學程,,,,,
21054,積體電路設計與自動化碩士學位學程,,,,,
29927,積體電路設計與自動化碩士學位學程,,,,,
46560,積體電路設計與自動化碩士學位學程,,,,,
22190,積體電路設計與自動化碩士學位學程,,,,,
44092,積體電路設計與自動化碩士學位學程,,,,,
45266,積體電路設計與自動化碩士學位學程,,,,,
19084,積體電路設計與自動化碩士學位學程,,,,,
40604,積體電路設計與自動化碩士學位學程,,,,,
57996,積體電路設計與自動化碩士學位學程,,,,,
49664,積體電路設計與自動化碩士學位學程,,,,,
53876,積體電路設計與自動化碩士學位學程,,,,,
