custom_id,course_id,course_name,teacher,post_url,post_title,post_date,post_tag,year_term,has_template,recommendation,sweetness,workload,teaching_style,grading_method,summary
M.1612201006.A.C67__EE2010,EE2010,電磁學一,林晃巖,https://www.ptt.cc/bbs/NTUcourse/M.1612201006.A.C67.html,[評價] 109-1 林晃巖 電磁學一,Tue Feb  2 01:36:44 2021,評價,109-1,True,4,,1,投影片加上偶爾板書,期中考40% 期末考40% 習題10% 小考10%。 還有電磁能力測驗5% (不歸一),這學期前面一個月左右老師因為要去高中上課所以有蠻多停課跟補課的，所以直到期中前 都有點混亂，期中之後上課時間就有漸漸穩定(雖然還是會上到12:30XD)。個人認為老師 上課蠻仔細的，會反覆強調一些地方，也會用許多奇特比喻(例如周星馳的電影之類的)， 有時候也會吐槽課本這裡怎麼可以這樣寫之類的，投影片上也會有電磁學在電機領域的應 用作為課外補充，看的出來老師蠻認真的。 但我自己不知道為甚麼上課時總是很想睡XDD，原本以為是老師語調偏平的關係，但也是 有看到一些強者從頭到尾清醒還做筆記問問題之類的，看來應該是我個人的問題，所以建 議大家多試聽幾班，才能找到適合自己的學習模式。 Rao的這本書我認為…
M.1661847447.A.B4D__ECON5176,ECON5176,計量經濟學一,江淳芳,https://www.ptt.cc/bbs/NTUcourse/M.1661847447.A.B4D.html,[加簽] 江淳芳教授的計量經濟學一,Tue Aug 30 16:17:25 2022,加簽,,False,,,,,,
M.1641565255.A.5E3__ECON5176,ECON5176,計量經濟學一,江淳芳,https://www.ptt.cc/bbs/NTUcourse/M.1641565255.A.5E3.html,[評價] 110-1 江淳芳 計量經濟學一,Fri Jan  7 22:20:53 2022,評價,110-1,True,3,,3,同上。 板上許多評價都會提到老師上課的方式是「 中規中矩 」。 我個人的感受是：老師該講的都會盡量講清楚，至於 好不好吸收 就見仁見智。 雖然我覺得用 兩倍速 聽老師上課還蠻不錯的，但就看不到現場板書是一大缺點 XD 此外，老師喜歡和學生互動，常常會拋出一個問題來讓底下學生思考回答， 像是提出論文 原始的模型 ，讓我們想會面臨到甚麼問題，才需要用實證方法來解決。 又或者是讓我們提出可能產生的偏誤，並闡述原因。 雖然台下互動並不熱絡，但面對回答，老師都會給予口頭鼓勵和回饋。 有時候聽其他同學的回答也 學到很多 ，真的覺得大家都好厲害 XD,作業 ： 30% （x6） 期中考： 30% 期末考： 40% 從作業和期中的給分感覺蠻 寬鬆 的，這部分等 成績分布 出來再補上。,很推薦這門課的！不論是學習 STATA 或 實證研究 ，這門課都提供很好的 入門 。 雖然對一個扎實學過 駱老計量 的人來說，這門課可能學不太到什麼新的東西。 但畢竟這門課的目的在為了下學期 劉老師的計量二 做銜接，因此也不能太苛求 XD 總歸來說，這門課適合那些想嘗試或了解應用個體或實證領域的學生。
M.1599315899.A.C74__ECON5176,ECON5176,計量經濟學一,江淳芳,https://www.ptt.cc/bbs/NTUcourse/M.1599315899.A.C74.html,[求救] 江淳芳　計量經濟學　９／１４筆記,Sat Sep  5 22:24:57 2020,求救,,False,,,,,,
M.1546512282.A.2BA__ECON5176,ECON5176,計量經濟學一,江淳芳,https://www.ptt.cc/bbs/NTUcourse/M.1546512282.A.2BA.html,[評價] 107-1 江淳芳 計量經濟學一,Thu Jan  3 18:44:39 2019,評價,107-1,True,4,,3,無論是兩位老師均單方面講述為主。但是江淳芳老師會希望能跟學生多一點課堂互動，所 以有時候會丟出一些問題思考。 助教課（每週一小時）偶爾有Stata實習，但只有兩三次，之後都直接用ppt解釋指令+課 後作業來確認學習成果。,應該是照期中考、期末考、作業三項評分的。分數還不確定暫無法說明。,經濟學研究的入門課程 ，修畢可以對論文的資料處理方法與分析思維有簡單認識。
M.1421497320.A.83A__ECON5176,ECON5176,計量經濟學一,江淳芳,https://www.ptt.cc/bbs/NTUcourse/M.1421497320.A.83A.html,[評價] 103-1 江淳芳 實證經濟學,Sat Jan 17 20:21:53 2015,評價,103 上,True,2,4,1,由 老師上課 方法其實很傳統，主要就是老師授課，同學舉手互動； 由 同學報告 的時候，也是有人上台講 PPT，下面再積極提問。 （積極度因班而異） 此外，這學期老師破例把全班帶去聽 Thomas Piketty 的演講！ （課後如果有週四下午 研究生的 seminar 老師時常會推薦給全班） 老師教學風格很中規中矩，沒有任何說學逗唱，就是一步一步教 PPT； 如果有回答與疑問可以直接舉手跟老師問，老師也會不定時調查一些小問題～ （例如：不是台北人的舉手......結果全班二十人只有三個沒有舉！）,Homework Assignments 30% （共 4 次） Class Presentation 20% （下面會再提...） Final Term Paper 50% 照過去看來應該沒說特別甜，老師打分數習慣應該都是紮實偏甜～,對 大學部 學生來說，這門課或許 帶一點深度 ，要自己想題目做 paper； 對 研究生 來說，其實這門課真的 滿涼的 ，特別是對有修過更上一層樓應用課的人。 對於善用 STATA 的同學，這門絕對 很涼 ，要學到新的東西也 真的很輕鬆 ！ 其實受益最大的內容，應該很多人都是重新看見 媒體 要怎麼跟經濟結合， 外加老師本身就是鑽研這個領域的人，所以授課的內容都是有系統地整理過的。 如果對相關議題的研究有興趣，這絕對是個非常好的開始 ＝） 此外，課程作業算是有點重，如果真的想要把自己的實證底子穩固， ＤＩＹ 。 這門課的 TA 也算很用心在批改作業，對批改有問題可以直接去找他問喔！ 課程特色之一…
M.1618988632.A.F28__PS2022,PS2022,經濟學乙二,王宏文,https://www.ptt.cc/bbs/NTUcourse/M.1618988632.A.F28.html,[評價] 109-1 王宏文 經濟學乙一,Wed Apr 21 15:03:39 2021,評價,109-1,True,4,,4,用投影片跟板書 老師人很好，會用淺顯的例子開場跟說明，也很樂意在下課後幫忙解惑 不過有時候上不完時會開始飆進度，就會跳得有點快 然後上課會點人回答問題，但問題都很簡單，一次點一排的五六個人回答,三次考試，每次各34% 經濟學的東西不讀就寫不出來，應該算扎實分 但考題不難，基本觀念懂就寫得出來了,跟個經原理與實習、個經原理是一樣的範圍，但難易度應該是最簡單的 不過不像前兩者是通識，這是政治系的必修，要選的人不要看錯
M.1562577996.A.330__PS2022,PS2022,經濟學乙二,王宏文,https://www.ptt.cc/bbs/NTUcourse/M.1562577996.A.330.html,[評價] 107-1&2 王宏文 經濟學一&二,Mon Jul  8 17:26:34 2019,評價,107-1,True,5,,3,口頭講述搭配投影片，重要概念和圖表會另外畫在黑板上。 授課風格幽默風趣，常舉例子輔助講解，並喜歡點學生回答問題（回答不出來可 以跳過沒關係）。,三次段考共102%，有念有分。,宏文老師的經濟學乙涵蓋了個體經濟學和總體經濟學的重要概念，課堂上講解清 晰，節奏得宜，舉例適切生活化，有效幫助理解，又利於與師生互動。 很推薦對經濟學有興趣，卻又沒時間投注大量心力上經濟學原理的同學來修～
M.1556877815.A.07C__PS2022,PS2022,經濟學乙二,王宏文,https://www.ptt.cc/bbs/NTUcourse/M.1556877815.A.07C.html,[求救] 今天（5/3）早上王宏文經濟學乙的音檔,Fri May  3 18:03:33 2019,求救,,False,,,,,,
M.1378735148.A.52F__PS2022,PS2022,經濟學乙二,王宏文,https://www.ptt.cc/bbs/NTUcourse/M.1378735148.A.52F.html,[問題] 李曉雲經濟學v.s.王宏文經濟學乙,Mon Sep  9 21:59:05 2013,問題,,False,,,,,,
M.1326702579.A.7AC__PS2022,PS2022,經濟學乙二,王宏文,https://www.ptt.cc/bbs/NTUcourse/M.1326702579.A.7AC.html,[評價] 100-1 王宏文 經濟學乙,Mon Jan 16 16:29:35 2012,評價,100-1,True,5,4,4,投影片，有時會用黑板畫圖增加學生對概念的理解 但也因為本學期前半部有些東西在高中就有教過 故會稍覺得無聊，所以有些人會玩手機看小說或玩ipad 但是越到後面越難，可能不聽會稍覺無法理解 因此可能要花些心思聽課，否則回家自己念可能有點痛苦... 此外，老師每次上課都會先講些新聞解讀再上課,小考*3 30 新聞解讀*3 15 期中考 25 期末考 30 課堂參與 5 總和 105 紮實偏甜，因為題目不難,個人覺得這一堂課一開始還蠻涼的，有些無趣 可能是因為都在講之前高中就會的東西，但是 隨著進度，課程也越來越難，脫離了高中的部 分，也讓我在第一次小考時，發現奇怪這些怎 麼都不會，其原因也是因為我在之前都在看小 說..Orz...之後就比較認真有在聽課，概念也 比較清楚，建議當週內容當週複習，否則時間 一久會忘記概念，看著一堆圖不知道那是什麼 東西。而我認為老師對概念的東西講得蠻清楚 的，不會不知所云，因此可以學到東西，只是 這是經乙，內容可能會比較簡單，如果要更深 入就要去修經原，之所以修這堂課是因為本堂 為政治系必修，修經原可以抵。總之，本堂是 門不錯的課！
M.1295232919.A.181__PS2022,PS2022,經濟學乙二,王宏文,https://www.ptt.cc/bbs/NTUcourse/M.1295232919.A.181.html,[評價] 99-1 王宏文 公共管理,Mon Jan 17 10:55:15 2011,評價,99-1,True,3,,4,前三週由老師講解平衡計分卡及策略地圖，後面的週次由老師分組，每組上台報告 當週的閱讀進度，老師在報告後進行補充。最後兩次上課是小組報告。 老師會邀請相關的專家到課程演講，本學期邀請了地理系溫在弘老師說明GIS在公 共政策上的應用，還有社工系傅從喜老師說明社會福利政策。,還不知道期末總分，但老師的案例探討作業只要有用心，分數都很不錯。,老師在規劃課程方面很用心，上課很認真，下課後也很樂意回答學生問題。 本課酌扣半顆星的原因在於課程時數稍微短了一點，只有兩節課，但老師想教很多 東西，時間上似乎稍嫌不足。如果本課程改成三節課，老師將有更多發揮餘地，本課也將 更精彩。
M.1409061459.A.9F4__AGEC2019,AGEC2019,總體經濟學一,羅竹平,https://www.ptt.cc/bbs/NTUcourse/M.1409061459.A.9F4.html,[評價] 102全 總體經濟學 羅竹平,Tue Aug 26 21:57:36 2014,評價,102,True,5,5,5,投影片教學 有時候會要學生一人一句地唸一篇和經濟有關的網路新聞 感覺認真上課的人很少,上學期: 作業 15 期中考 25 論文讀後心得 10 期末報告 25 期末考 25 下學期: 作業 10 期中考 30 論文讀後心得 10 期末考 40 出席 10 期末報告(書面)10 (上台) 5 個人覺得不札實 甜度涼度沒特別打聽 上學期還好 下學期期中考班平均才六十幾 期末怎麼給就不知道了,我旁聽過老毛總經之後，覺得這一門總經教的理論實在不夠 (後面一堆章節都用飆的或略過) 不過會講一些實例，而且聽說比經濟系的甜、涼(聽說) 就看大家的偏好如何了 以上
M.1562575995.A.1CF__PS1031,PS1031,中華民國憲法及政府一,蔡季廷,https://www.ptt.cc/bbs/NTUcourse/M.1562575995.A.1CF.html,[評價] 107-1&2 蔡季廷 中華民國憲法及政府一&二,Mon Jul  8 16:53:13 2019,評價,107-1,True,5,,4,老師講授投影片內容，重要概念另外整理於板書。 並設有案例討論，請同學小組討論後，舉手回答加分。 教學風格上，老師的講解精細清楚，考量到我們並非法學專業，會在講解完較複 雜的觀念後留予休息時間，給我們反思後現場提問的機會。,期中考40%，期末考45%，平時成績15%。若考試成績普遍不理想會平移調分。,季廷老師的中憲政課程內容豐富，講解清楚，若能全神貫聆聽，必有充足收穫。 從多樣的案例討論、題目設計和法律英文教學評鑑（將來會挪用至「國際公法」 課程），在在能感受到老師教學上的創新與熱誠。 長期以來，總有同學疑惑學習「憲法」，甚至是學習「中華民國」憲法的意義是 什麼？ 老師的回答是，這是為了促進我們對「憲政主義」精神的理解。 即使我們對家國名號有不同的想像與認同，但憲法的精神卻是當代民主國家皆共 同享有的。 (下學期側重的人權保障，更是充分體現憲政主義的價值。) 很推薦對中憲政有疑慮的同學修習季廷老師的班。
M.1421720652.A.5BE__ME3903,ME3903,流體力學二,賴君亮,https://www.ptt.cc/bbs/NTUcourse/M.1421720652.A.5BE.html,[評價] 103-1 高等熱力學,Tue Jan 20 10:23:51 2015,評價,103-1,True,5,2,,上課就是一直抄寫版書 速度很快 要快點跟上 老師抄一段落就講解一段 老師實力堅強 認真聽的話可以學到很多 上課時間不定 從1:20開始上 快得話上到4點多一點就下課了 最晚上到5:50(第一周上課) 大部分都上到4點多快五點 中間 1~2次下課 這門課會不定期小考(這學期考六次) 都會在下課的時候考 所以如果當周有小考 下課時間會晚個20分鐘左右,給分滿硬的 一題完全解對 滿分10分 幾乎快對 8分 ?? 5分 觀念對沒有解出來 3分 完全偏離老師想看到的算式 0分 => 通常不會寫的題目拿到 0分 3分 的機率很高XD 前三次大考班平均 13.x 19.x 12.x (五題滿分50) 期末全班學期成績 分布不知道,好硬的課 過了真是太好惹QQ 不用再聽見：「旁聽的請離席」 XD
M.1390136277.A.F55__ME3903,ME3903,流體力學二,賴君亮,https://www.ptt.cc/bbs/NTUcourse/M.1390136277.A.F55.html,[評價] 102-1 黏性流體力學 賴君亮,Sun Jan 19 20:57:54 2014,評價,102-1,True,5,2,1,抄板書(不帶任何書本或投影片，拿著一隻粉筆就上台講課了...),一學期大約有18~22題考題，每題10分， 2次期中考各4題，期末考4題 剩下6~10題考題，各自分散在每週的不定期小考，一次1~2題不定 期末結算所有考題的成績，無作業成績 給分蠻硬的，建議別翹課，你不知哪天何時突然小考,謝謝賴老師把我們當成美國頂尖大學的學生在教，黏流是我進台大以來， 修過最精采充實的一門課，賴老師謝謝您！
M.1357640528.A.0AB__ME3903,ME3903,流體力學二,賴君亮,https://www.ptt.cc/bbs/NTUcourse/M.1357640528.A.0AB.html,[評價] 賴君亮 黏性流體力學,Tue Jan  8 18:22:05 2013,評價,101,True,5,3,,上課就是老師不斷的寫板書，然後在重要觀念時會停下來講 解。抄的速度有點快，要盡量跟上。對於不習慣抄筆記的同學來 說，可能會有些吃力。假如跟不上的話，建議就不要跟了，聽懂 老師上課講解的物理觀念，回去再跟同學借筆記抄；或者也可以 嘗試發揮自己的極限，跟上老師抄板書的速度。 老師上課講解的物理觀念真的很精彩、清楚。如果自己可以 理解吸收，對於自己的實力會有大大提升；老師有時會用觀察的 方式來解微分方程，一開始看到可能會有點嚇到，覺得這個老師 是不是天才(事實上也是)？但是在嚇到之餘，自己也可以照老師 說的觀念來用觀察法解出微分方程，這樣自己的實力又會更上層 樓。總之，看到老師在講解黑板上的式子或是…,不甜，要非常認真和靈活的頭腦才能拿高分吧。 下面會解釋,這門課真是太硬了。
M.1340376207.A.BF3__ME3903,ME3903,流體力學二,賴君亮,https://www.ptt.cc/bbs/NTUcourse/M.1340376207.A.BF3.html,[評價] 100-2 賴君亮 流體力學,Fri Jun 22 22:43:23 2012,評價,100-2,True,5,2,4,版書 星期五的時候會從10:20上到約12:30左右 中間不下課 老師上課都不用看筆記就直接一直在黑板上寫 所以抄筆記的速度要有點快,非常之紮實 老師說:「我的考試從來都不會跟習題例題有關。」 Mid 1 avg 40 Mid 2 avg 50 Final 沒有去看考卷 不知道 不過三次標準差好像都還蠻小的,老師好像很久沒有開大學部的課了 不過老師的教學熱忱整個是破表阿 收獲非常得多
M.1561394156.A.2AB__Phys1008,Phys1008,普通物理學乙,邱雅萍,https://www.ptt.cc/bbs/NTUcourse/M.1561394156.A.2AB.html,[評價] 107-2 邱雅萍 普通物理學甲下,Tue Jun 25 00:35:52 2019,評價,107-2,True,5,4,,老師板書+配合ppt 但是老師的ppt常常有一大堆挖空，所以還是以板書為主 ppt的功能會比較像是讓你知道教了哪些 一直到期末考範圍的那幾份ppt，才會是比較完整的 這次的期末開書考，也很多都是出現在ppt,貌似是上學期給分太甜，太多人A+ 所以這學期老師就弄成兩次期考各佔50% 但可能是期中考後發現不太妙 期末考就變成80%開書考+20%但滿分會到30分的閉書考 所以又變得蠻甜的,雖然我不知道其他系的普物課上的跟這堂比起來如何 不過本科系的課有一定的水準，蠻推大家來上的 而且教授非常關愛學生 應該是不用太擔心會出大事啦~
M.1560406350.A.429__Phys1008,Phys1008,普通物理學乙,邱雅萍,https://www.ptt.cc/bbs/NTUcourse/M.1560406350.A.429.html,[評價] 107-2 邱雅萍 普通物理學甲下,Thu Jun 13 14:12:26 2019,評價,107-2,True,4,3,,老師用投影片給大家大概念，輔以黑板推導公式，以高中銜接大學來說是銜接得很好的課程，有簡單的從高中角度理解的東西，也有很深入的部分，即便高中有先修一點東西的人還是可以從YP的課學到東西。,50% 期中考(閉書考，滿分120分不歸一化) 50% 期末考(其中又分成80% take-home-exam跟20%的閉書考，最後閉書考的部分出到30分) 給分相較上學期比較不甜一點，但期中考過後宣布期末考要有開書考的部分就又變甜了(咦) 雖然期末考的開書部分題目有些有點莫名，閉書考像是在考申論題，但總體而言難度較上學期的考試有所提升，雖然還算是在普物範圍，但應該沒那麼容易拿到好分數QQ,推推雅萍，老師真的非常非常適合教普物，讓剛上大學的小孩感受到了媽媽一般的溫暖~~~
M.1469631559.A.11D__Phys7016,Phys7016,統計物理一,郭光宇,https://www.ptt.cc/bbs/NTUcourse/M.1469631559.A.11D.html,[評價] 104-1 郭光宇 熱物理,Wed Jul 27 22:59:16 2016,評價,104-1,True,5,4,4,照著課本抄。偶爾會放自製的投影片。非常典型的光宇style。老師是國內很強大的研究 學者，但是完全不花時間備課，也不在意教書的事情，所以整門課完全看不出老師的誠意 。上課的內容也完全抄課本，沒有額外物理的解讀也沒有深入說明各個定理的意義，因此 聽課其實反而是浪費時間的。說句實在話就是自己讀課本會節省不少時間，基本上後半學 期我都沒有去聽，直接翹去樓上聽YYC的統物二了。btw，以前YYC的熱物實在比這門好太 多了，我個人借到YYC的筆記之後是跪著看的。有衝堂的同學建議可以翹去聽別的課 ，這樣可能對你的人生有幫助得多。 Classical and Statistical Thermodynami…,"甜且不刁難。作業佔分40,考試各佔30。A+的人都超多的。",這門課其實對我的幫助真的不大，除了課本的內容沒有學到額外的知識，也沒有辦法順利 銜接統計物理，不過也讓我大概了解讀書是自己的事情，很多時候不能強求老師有邏輯架 構得給你一個領域的知識。 另外其實講難聽一點要抄書自己回家抄就好了，根本不用這樣開一門課來給大家抄書XD 很多教授沒有教學熱忱可能是跟學校升遷的標準有關，畢竟真的沒有誘因能使老師好好教 其實像郭老師這樣的研究型教授應該專心去做研究。不過我想這已經是個根深柢固的問題 了，在此就不多廢話了XD
M.1579361291.A.AF6__ChemE2005,ChemE2005,物理化學一,闕居振,https://www.ptt.cc/bbs/NTUcourse/M.1579361291.A.AF6.html,[評價] 108-1 物理化學二 闕居振,Sat Jan 18 23:28:09 2020,評價,108-1,True,5,4,,PPT上課，上課速度偏快，但老師說他有時候自己也不知道在上什麼哈哈哈 不過看得出是有認真在上課備課的(吧) 他覺得自己教得不是很好，所以希望我們可以自己去學，看網路上的課程或是 翻書，然後有什麼心得都可以跟他討論，人很好說話。,三次段考各25%，作業25%,想學到很厲害的物化二這個班可能不符合你的需求，但是如果只是要 學到量子力學的基本概念+好過學分的話，這個班應該滿OK
M.1389540179.A.1CE__Chem2008,Chem2008,分析化學二,陳俊顯,https://www.ptt.cc/bbs/NTUcourse/M.1389540179.A.1CE.html,[評價] 102-1 陳俊顯 分析化學丙,Sun Jan 12 23:22:57 2014,評價,102-1,True,4,5,3,投影片上課，無板書。。,百分百紮實分，不，調，分 兩次大考，有作業分數。,算是一個滿有爭議性的老師，之前版上才比較過幾位分析老 師，聽說這位在學長姐中評價算好了。只是同屆之間還是常常會譙 他。 個人認為分析這門科目本來就不好學，考試將至原PO也會去 翻翻指定的課本，真的不太好念= = 因為完全不調分的關係，這學期應該還是有當人，比例多少就 不得而知了。不過這次期末考算非常佛心了，幾乎都是考古題裡面的 在出。 我個人認為最後期末考沒考好還要幹譙老師的真的才是無藥可 救，老師都說一定會從考古出，期末考幾乎都從考古出，考不好不就 代表連做個考古都不肯。 原PO期中考非常爛，是不及格那群，後來考完慢慢調整心態， 作業準時交，上課慢慢聽他講(雖然一堆言不及義的話)，他都會有個…
M.1358491192.A.A6C__Chem2008,Chem2008,分析化學二,陳俊顯,https://www.ptt.cc/bbs/NTUcourse/M.1358491192.A.A6C.html,[評價] 101-1 分析化學一 陳俊顯,Fri Jan 18 14:39:49 2013,評價,101-1,True,5,4,5,"投影片上課,會把大部分投影片上傳","扎實偏甜,三次期中.期末考,各佔30%.30%.40% 滿分破百(115~125分) 老師說期末不會調分,當然就會當人","分析化學是門讓很多人覺得很無聊的東西,自己是覺得還可以,老師上課還蠻 快的,老師說歡迎大家打斷他上課問問題,不過還是要先講到個段落,因為都沒 什麼人問問題,所以期中考期末考前還會放假變TA課問問題之纇的,不過雖然快 ,老師講的清楚,同個觀念都會講好幾次,這時候不小心就會被瞌睡蟲纏上ORZ, 老師上課的投影片和上傳Cebia的不太一樣會多不少東西,不過多出來的多半是 多講補充的部分,所以準備起考試不會lost掉重點,老師在考試前會開習題題號 和上傳考古題,答案則只有老師和助教有,不過去問基本上都問的到答案,強烈 建議上課完自己課本要再看過,投影片老師有說是方便上課用而不是方便大家 複習用,排版蠻…"
M.1340192056.A.C36__Chem2008,Chem2008,分析化學二,陳俊顯,https://www.ptt.cc/bbs/NTUcourse/M.1340192056.A.C36.html,[評價] 分析化學丁 陳俊顯,Wed Jun 20 19:34:11 2012,評價,100-2,True,4,2,,一律投影片 不過他的投影片有點........... 說實在要看懂實在有點難 因為太亂了 另外老師說話聲音有點平淡 很容易睡著 而且又是三堂課連一起,期中兩次各30 期末40 完 全 不 調 分!!!!! 不甜 聽說老師是大刀(在化學系聽說),老師很用心 也很努力要讓我們懂 可是不知是我太廢還是... 我沒有學得很紮實說實在的 也有可能是因為課太趕了老師又想講很多(尤其是電化學 超難!!!!!!)
M.1673536878.A.7F0__ECON5212,ECON5212,勞動經濟學二,陳冠銘,https://www.ptt.cc/bbs/NTUcourse/M.1673536878.A.7F0.html,[評價] 111-1 陳冠銘 勞動經濟學二,Thu Jan 12 23:21:14 2023,評價,111-1,True,4,,4,以板書、投影片搭配老師講解為主， 上課會點人問問題，問的問題難度不一， 不過上課很輕鬆，當作聊天，回答不出來也不會怎樣。 上課時間通常 14:20 到 16:00，中途不下課，課後需要可留下來討論。 另外，這學期課程有錄影，但錄影品質參差不齊，有時連板書都看不清楚...,作業 20% 期中考 20% Referee Report 20% 期末報告 40% ------------------------------------------------- 作業似乎有繳就滿分(NTUCOOL顯示都100)， 沒有公布Referee Report跟期末報告分數， 期中考滿分 110，我考 76，最後等第 A。 (翹過幾堂課、期中考後內容似懂非懂),期初老師說這是一堂連結經濟學原理與實證工作的課程，個人覺得老師有做到。 有想再進一步進修經濟的同學，可以參考看看。
M.1674825505.A.A6E__Fin8037,Fin8037,計量經濟學二,陳宜廷,https://www.ptt.cc/bbs/NTUcourse/M.1674825505.A.A6E.html,[評價] 111-1 陳宜廷 計量經濟學一,Fri Jan 27 21:18:20 2023,評價,111-1,True,3,2,,其實就是一門數學課。 上課以板書進行，沒有提供投影片或是手寫講義，所以基本上就是自己抄筆記。 老師原則上是實體上課，但這學期因為有疫情隔離的問題， 所以老師為了保險起見，幾乎每一堂都帶筆電來開直播，真的很細心~ (不過有一堂我就剛好確診要看直播，發現畫質讓我看不到板書，聲音基本上 也都聽不到，所以在政策不變之前，大家還是盡量保持身體健康的去上課!) 老師上課會很仔細的把每一個步驟都講清楚，基本上就是把計量中最基本的 迴歸分析給大家介紹一輪，也告訴大家一些會用到的數學工具，以及運用的時刻。 老師很強調數學上分析的過程，所以對於迴歸的結構上講得特別仔細。 上課有一些地方聽不懂的話，老師也很歡迎大家…,期中期末各佔40%，作業20% 覺得算紮實分,老師總是有一種很文質彬彬的氣息，下課去問問題的時候總是很有耐心的解答。 感覺得出來，老師很努力地在嘗試讓大家理解計量的美好。也花了很多時間帶著 大家細細地解讀這些基本的計量方法。我覺得這門課不只提供一個訓練統計思維 的機會，也讓人感受到老師用心的教學態度。大力推~~
M.1643709039.A.22B__Fin8037,Fin8037,計量經濟學二,陳宜廷,https://www.ptt.cc/bbs/NTUcourse/M.1643709039.A.22B.html,[評價] 110-1 陳宜廷 計量經濟學一,Tue Feb  1 17:50:35 2022,評價,110-1,True,4,,5,全版書教學，老師每堂課都會先說今天要教什麼，才開始上課 (本學期初因應疫情，前兩三週為老師用錄影用PPT上課) 教授很有學者風範，除了講授計量理論的推導之外，也都會講說實證上可以 怎麼做，以及分享計量經濟學家的小故事之類的 幾乎每堂下課都會有一些同學會問老師問題，老師也都會很有耐心地回答完 同學的問題之後才離開,期中考 40% 期末考 40% 作業 20%,其實說的差不多了，這門課應該跟經研所的計論一內容上是差不多的，因為 老師以前就是經研跟財金的合聘教授，只是這幾年陳老師沒有教經濟系的計論一 而已。也因為老師下學期還會開計量二，所以老師說他計量一就會講少一點、 慢一點，但講細一點，歡迎大家選修～ 推薦這門課給有統計基礎，想認識計量理論的人。 但若想升學台大經研所，我是覺得可以直接修經研所的計論，我想難度應該也 不會差太多。
M.1625327554.A.10F__Fin8037,Fin8037,計量經濟學二,陳宜廷,https://www.ptt.cc/bbs/NTUcourse/M.1625327554.A.10F.html,[評價] 108-1 陳宜廷 計量經濟學一,Sat Jul  3 23:52:32 2021,評價,108-1,True,4,3,5,板書，沒有任何投影片 老師認為計量沒有用板書教同學會跟不上或不專心 下課可以去問老師問題，老師也很歡迎同學去問問題 在12:10下課後可以繼續問，老師沒有事的話不會趕著走 同學很容易數學學的不扎實(又不是數學系的...)，所以其實真的很多可以問 再加上計量本來沒有人指導就變得不知道在幹嘛，有問題要及早解決,紮實甜 值得一提的是老師不想要同學寄信跟他議論成績調整，但歡迎同學寄信和他討論計量 期中期末考試都各有20題的推導，每題5分，由助教改 我那一屆好像改的比較嚴，兩次平均只有60而已。 我兩次大概也考60再高兩三分而已，就不說自己的等第了，老師還是會調的 但也可能我那時只是大學生，而且不是主修經濟、財金領域 期中考 40% 期末考 40% 作業20%,"這門課要花時間下去讀，也要自己寫寫看，跟一般同學想像管院的課有點差距 老師考試完會請助教寄解答，可以直接看到自己寫錯很多。就這個事實而言是有考古題答案的 老師一直希望同學不要背數學證明，而是要熟悉它就會很自然地寫出來~ 於是我記得有一次下課有個同學去跟老師講說「要先背起來才能熟悉它」，我覺得好像吐槽的很有道理 109-2老師有開計量二，這年老師上學期進度比較慢沒教IV,GMM 作為旁聽生有聽到更詳細內生性和GMM的內容，以及 minimun distance和constrained least squares 假設檢定與模型選擇(證AIC,BIC等) bootstap一些原理 時間序列分析的觀…"
M.1601135264.A.25E__Phys7014,Phys7014,量子力學一,陳政維,https://www.ptt.cc/bbs/NTUcourse/M.1601135264.A.25E.html,[求救]  陳政維 量子力學,Sat Sep 26 23:47:42 2020,求救,,False,,,,,,
M.1372686819.A.DCD__Phys7014,Phys7014,量子力學一,陳政維,https://www.ptt.cc/bbs/NTUcourse/M.1372686819.A.DCD.html,[評價] 101全 陳政維 量子力學一二,Mon Jul  1 21:53:34 2013,評價,101,True,5,4,3,板書,101上: 期中考35% 期末考50% 作業15% 101下: 第一次期中考30% 第二次期中考30% 期末考40% 作業10% 根據epo資料，101上60人修，7人A+，5人被當，應該算是扎實偏甜一點,老師是做超導實驗的，在理論上或許沒辦法講的比做理論的老師清楚，但是我 覺得這門課應該算是中規中矩，該講的都有講到，不過有些地方需要自己參照 課本或參考書念比較好懂。如果想把量子力學整本好好念過，這門課算是推薦 By the way，下學年量子力學好像換人開了，這篇就當作畢業的紀念吧XD
M.1607755639.A.7EF__PS1031,PS1031,中華民國憲法及政府一,陳淳文,https://www.ptt.cc/bbs/NTUcourse/M.1607755639.A.7EF.html,[評價] 108全 陳淳文 中華民國憲法及政府,Sat Dec 12 14:47:17 2020,評價,108-1,True,5,3,2,課前先上開放式課程看過往的課程錄像。 老師講課，討論時事。,紮實甜,陳淳文超讚 ><
